"first.author","title","species","sex","age","lat","lon","study.location","study.date","tag.type","tag.mass","body.mass","forearm","body.mass.recap","date.retrieval","time.retieval","duration","landscape","emergence.firstnight","emergence.secondnight","em.both","flight.duration.firstnight","flight.duration.secondnight","fd.both","travelled.distance.firstnight","max.distance.roost.firstnight","travelled.distance.secondnight","max.distance.roost.secondnight","repository","ID.bat.tag","comment","scheduled_timeinterval_s","body.condition","rel.tag.mass","type"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2016-07-27,"Vesper GPS, ASD",4.9,33.7,55.7,30.5,"28.07.2016","21:30",1,"urban",22,NA,22,15.85,NA,15.85,4.3,1.1,NA,NA,"dryad data?","B11, A436735","",30,0.605026929982047,14.540059347181,"10 to < 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2016-07-27,"Vesper GPS, ASD",4.9,35.5,52.6,31.5,"28.07.2016","21:40",1,"urban",32,NA,32,11.08333333,NA,11.08333333,3,1.2,NA,NA,"dryad data?","B13, A436727","2nd_recap 16.08.2016 33,0g",30,0.674904942965779,13.8028169014085,"10 to < 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2016-07-27,"Vesper GPS, ASD",4.9,34,53.5,30,"28.07.2016","21:45",1,"urban",22,NA,22,31.2,NA,31.2,7.8,1.4,NA,NA,"dryad data?","B14, A436728","2nd_recap 16.08.2016 32,5g",30,0.635514018691589,14.4117647058824,"10 to < 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2016-07-22,"Vesper GPS, ASD",4.9,33,52.8,30.9,"25.07.2016","",3,"urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","B10, A435747","gps empty",30,0.625,14.8484848484848,"10 to < 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2016-08-16,"Vesper GPS, ASD",4.9,31.5,52.8,32,"17.08.2016","",1,"urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","B16, E435747","keine tracking daten, nicht in die publikation mit eingeflossen",30,0.596590909090909,15.5555555555556,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2016-08-26,"Vesper GPS, ASD",4.9,29.5,52.1,28.5,"30.08.2016","",4,"urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","B26, E436985","keine tracking daten, nicht in die publikation mit eingeflossen",30,0.566218809980806,16.6101694915254,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-08-15,"Vesper GPS, ASD",4.93,32.5,53.8,34,"16.08.2017","13:00",1,"urban",3,NA,3,35.78333333,NA,35.78333333,6.3,3.6,NA,NA,"dryad data?","E442052","",30,0.604089219330855,15.1692307692308,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-08-15,"Vesper GPS, ASD",5,29,52,31,"16.08.2017","13:15",1,"urban",2,NA,2,13.21666667,NA,13.21666667,4.4,3,NA,NA,"dryad data?","E435805","",30,0.557692307692308,17.2413793103448,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-22,"Vesper GPS, ASD",5,32,52.8,29.5,"29.07.2017","",7,"urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","E435747","",30,0.606060606060606,15.625,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-08-02,"Vesper GPS, ASD",5.06,29,52.6,NA,"08.08.2017","13:30",NA,"urban",39,NA,39,45.4,NA,45.4,16.5,15.7,NA,NA,"dryad data?","BB15","nur logger",30,0.551330798479087,17.448275862069,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-27,"Vesper GPS, ASD",5.07,27,53.5,26.5,"30.07.2017","20:15",3,"urban",37,NA,37,46.91666667,NA,46.91666667,12.1,6.5,NA,NA,"dryad data?","BM12 (E442054)","",30,0.504672897196262,18.7777777777778,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-28,"Vesper GPS, ASD",5.09,31,52.8,29.5,"30.07.2017","21:15",2,"urban",46,NA,46,31.08333333,NA,31.08333333,7.5,2.6,NA,NA,"dryad data?","BM13","",30,0.587121212121212,16.4193548387097,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-27,"Vesper GPS, ASD",5.15,26.5,53.5,26.5,"30.07.2017","21:15",3,"urban",39,NA,39,72.65,NA,72.65,24,9.2,NA,NA,"dryad data?","BM17 (E442055)","",30,0.495327102803738,19.4339622641509,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-08-21,"Vesper GPS, ASD",5.17,31,53.3,NA,"28.08.2017","12:00",NA,"urban",34,NA,34,12.11666667,NA,12.11666667,3.1,2.4,NA,NA,"dryad data?","BM28","nur logger",30,0.581613508442777,16.6774193548387,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-08-09,"Vesper GPS, ASD",5.28,28,52.1,26,"10.08.2017","20:35",1,"urban",26,NA,26,51.11666667,NA,51.11666667,13.6,14.8,NA,NA,"dryad data?","BB19","nur logger",30,0.53742802303263,18.8571428571429,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-05,"Vesper GPS, ASD",5.29,33,54.2,29,"17.07.2017","21:40",12,"urban",51,NA,51,7.383333333,NA,7.383333333,2.3,2.1,NA,NA,"dryad data?","BM3 (E442044)","",30,0.608856088560886,16.030303030303,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-27,"Vesper GPS, ASD",5.34,28,53.7,27.5,"30.07.2017","20:45",3,"urban",45,NA,45,151.9,NA,151.9,26.2,7.8,NA,NA,"dryad data?","BM8 (E435808)","",30,0.521415270018622,19.0714285714286,"> 15 %"
"Voigt","Movement responses of common noctule bats to the illuminated urban landscape","Nyctalus noctula","male","adult",52.547391,13.532654,"Marzahn Berlin",2017-07-05,"Vesper GPS, ASD",5.42,36.5,53.7,35,"12.07.2017","13:00",7,"urban",33,NA,33,27.93333333,NA,27.93333333,7.6,5.5,NA,NA,"dryad data?","BM6 (E449884)","",30,0.679702048417132,14.8493150684932,"10 to < 15 %"
